Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.10577392578	0	18.3636363636	8.22051455227	45.0	9.0	18.3636363636	8.22051455227	1010	1010
1.58407902718	1	22.152173913	11.1977625702	77.0	11.0	22.152173913	11.1977625702	1019	2029
1.91193985939	2	23.4651162791	16.0237452249	80.0	9.0	23.4651162791	16.0237452249	1009	3038
2.40402698517	3	24.4390243902	12.861454571	70.0	9.0	24.4390243902	12.861454571	1002	4040
2.85759496689	4	31.6875	23.6794181464	131.0	12.0	31.6875	23.6794181464	1014	5054
3.25435090065	5	25.95	14.0320169612	80.0	9.0	25.95	14.0320169612	1038	6092
3.84063887596	6	28.7297297297	16.3238321028	77.0	9.0	28.7297297297	16.3238321028	1063	7155
4.13777589798	7	30.4242424242	22.2506796669	126.0	10.0	30.4242424242	22.2506796669	1004	8159
4.73522996902	8	35.8965517241	15.4056524055	80.0	13.0	35.8965517241	15.4056524055	1041	9200
5.26560592651	9	33.2258064516	16.6824413728	86.0	10.0	33.2258064516	16.6824413728	1030	10230
5.81335687637	10	34.3548387097	18.7849431591	93.0	12.0	34.3548387097	18.7849431591	1065	11295
6.35914182663	11	35.5517241379	16.7302868184	69.0	11.0	35.5517241379	16.7302868184	1031	12326
6.68386292458	12	42.4583333333	16.6056696308	85.0	16.0	42.4583333333	16.6056696308	1019	13345
7.05759882927	13	42.7083333333	17.4223973826	89.0	17.0	42.7083333333	17.4223973826	1025	14370
7.62238693237	14	44.2608695652	17.3811927126	80.0	10.0	44.2608695652	17.3811927126	1018	15388
8.11507701874	15	46.6818181818	19.8067627653	84.0	14.0	46.6818181818	19.8067627653	1027	16415
8.52132201195	16	56.2777777778	24.6797387785	111.0	27.0	56.2777777778	24.6797387785	1013	17428
8.95998597145	17	43.125	18.7089829137	82.0	19.0	43.125	18.7089829137	1035	18463
9.4766638279	18	46.8636363636	18.3879789155	90.0	17.0	46.8636363636	18.3879789155	1031	19494
9.9383649826	19	48.5238095238	27.8150679405	125.0	18.0	48.5238095238	27.8150679405	1019	20513
10.4837319851	20	51.1	22.9758568937	141.0	25.0	51.1	22.9758568937	1022	21535
10.9919760227	21	53.6842105263	29.8453075419	146.0	14.0	53.6842105263	29.8453075419	1020	22555
11.479257822	22	60.0	19.4164878389	97.0	29.0	60.0	19.4164878389	1080	23635
11.9418168068	23	65.375	37.0757248749	184.0	19.0	65.375	37.0757248749	1046	24681
12.4512560368	24	59.6470588235	14.282614592	97.0	37.0	59.6470588235	14.282614592	1014	25695
13.037706852	25	59.3333333333	32.9629421556	154.0	28.0	59.3333333333	32.9629421556	1068	26763
13.5200688839	26	59.9411764706	23.5208808064	117.0	30.0	59.9411764706	23.5208808064	1019	27782
14.037307024	27	62.1764705882	33.0547412175	163.0	24.0	62.1764705882	33.0547412175	1057	28839
14.6462869644	28	67.3333333333	32.927529853	137.0	20.0	67.3333333333	32.927529853	1010	29849
15.1542849541	29	53.4210526316	24.3057623436	133.0	24.0	53.4210526316	24.3057623436	1015	30864
