Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.72673797607	0	7.96825396825	4.29642987256	22.0	3.0	7.96825396825	4.29642987256	1004	1004
2.32547187805	1	18.8867924528	11.5703922364	66.0	5.0	18.8867924528	11.5703922364	1001	2005
2.81697797775	2	25.05	14.0587161576	86.0	8.0	25.05	14.0587161576	1002	3007
3.27898192406	3	29.5294117647	12.4433665156	58.0	11.0	29.5294117647	12.4433665156	1004	4011
3.77432394028	4	33.59375	22.1187976829	112.0	9.0	33.59375	22.1187976829	1075	5086
4.22687196732	5	40.88	14.2107564894	71.0	21.0	40.88	14.2107564894	1022	6108
4.69552898407	6	47.5	19.4883415032	85.0	17.0	47.5	19.4883415032	1045	7153
5.14506983757	7	57.1666666667	32.8671568591	159.0	14.0	57.1666666667	32.8671568591	1029	8182
5.58529186249	8	55.9444444444	27.1896063112	149.0	24.0	55.9444444444	27.1896063112	1007	9189
6.22247576714	9	51.35	25.338261582	111.0	11.0	51.35	25.338261582	1027	10216
6.76716279984	10	78.3846153846	29.7645593632	149.0	27.0	78.3846153846	29.7645593632	1019	11235
7.29699492455	11	74.8571428571	42.011660189	179.0	33.0	74.8571428571	42.011660189	1048	12283
7.85561680794	12	122.888888889	74.0246872401	254.0	42.0	122.888888889	74.0246872401	1106	13389
8.41965389252	13	185.833333333	91.2421990577	361.0	76.0	185.833333333	91.2421990577	1115	14504
8.93859577179	14	209.6	130.329735671	450.0	76.0	209.6	130.329735671	1048	15552
9.69710993767	15	219.285714286	167.935969333	536.0	44.0	219.285714286	167.935969333	1535	17087
10.3131787777	16	250.8	199.253004996	618.0	88.0	250.8	199.253004996	1254	18341
10.8719379902	17	282.75	35.74475486	329.0	238.0	282.75	35.74475486	1131	19472
11.4683539867	18	240.8	42.6539564402	281.0	167.0	240.8	42.6539564402	1204	20676
12.0140478611	19	222.0	115.493722773	420.0	71.0	222.0	115.493722773	1110	21786
