Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.976835012436	0	18.2	8.26471140122	47.0	10.0	18.2	8.26471140122	1001	1001
1.51190900803	1	19.0377358491	9.08858347547	48.0	9.0	19.0377358491	9.08858347547	1009	2010
1.97056794167	2	20.88	11.9626752861	66.0	8.0	20.88	11.9626752861	1044	3054
2.48674988747	3	23.3863636364	10.5274876332	50.0	10.0	23.3863636364	10.5274876332	1029	4083
3.08051800728	4	26.5263157895	21.658518249	136.0	9.0	26.5263157895	21.658518249	1008	5091
3.54124403	5	27.6486486486	13.5630982194	71.0	10.0	27.6486486486	13.5630982194	1023	6114
3.93367791176	6	32.6129032258	20.8739340765	116.0	10.0	32.6129032258	20.8739340765	1011	7125
4.34987807274	7	28.7777777778	18.3683167908	84.0	10.0	28.7777777778	18.3683167908	1036	8161
4.89946889877	8	30.5151515152	14.4958117507	63.0	12.0	30.5151515152	14.4958117507	1007	9168
5.43311810493	9	31.40625	17.519381009	93.0	15.0	31.40625	17.519381009	1005	10173
5.91354990005	10	33.5483870968	16.8577324264	79.0	12.0	33.5483870968	16.8577324264	1040	11213
6.27235198021	11	39.0384615385	20.4515953285	117.0	15.0	39.0384615385	20.4515953285	1015	12228
6.79588603973	12	45.5	15.6662636957	79.0	22.0	45.5	15.6662636957	1001	13229
7.29950404167	13	40.4615384615	15.6235295166	76.0	15.0	40.4615384615	15.6235295166	1052	14281
7.8484609127	14	39.2307692308	14.3132743453	78.0	17.0	39.2307692308	14.3132743453	1020	15301
8.25156903267	15	39.7307692308	15.9242381591	83.0	12.0	39.7307692308	15.9242381591	1033	16334
8.81690692902	16	55.5789473684	36.2728197349	178.0	21.0	55.5789473684	36.2728197349	1056	17390
9.38644790649	17	44.0	22.5849507416	102.0	11.0	44.0	22.5849507416	1100	18490
9.86507606506	18	45.1304347826	16.8505046959	76.0	23.0	45.1304347826	16.8505046959	1038	19528
10.224684	19	40.36	14.4135491812	75.0	16.0	40.36	14.4135491812	1009	20537
10.8093841076	20	53.6315789474	17.7562754698	75.0	22.0	53.6315789474	17.7562754698	1019	21556
11.3290860653	21	51.65	19.7111009332	90.0	17.0	51.65	19.7111009332	1033	22589
11.6090550423	22	58.6666666667	24.2051417862	115.0	20.0	58.6666666667	24.2051417862	1056	23645
12.0534629822	23	73.5714285714	34.7515966452	158.0	19.0	73.5714285714	34.7515966452	1030	24675
12.6615920067	24	53.9523809524	23.0949926349	134.0	29.0	53.9523809524	23.0949926349	1133	25808
13.1732349396	25	68.8666666667	22.5147852656	106.0	21.0	68.8666666667	22.5147852656	1033	26841
13.4758350849	26	57.4444444444	24.5429832068	106.0	24.0	57.4444444444	24.5429832068	1034	27875
14.0134840012	27	59.7058823529	25.4599216899	106.0	25.0	59.7058823529	25.4599216899	1015	28890
14.3688941002	28	73.2142857143	37.0890406829	184.0	38.0	73.2142857143	37.0890406829	1025	29915
14.7548959255	29	61.5882352941	27.4120171662	135.0	20.0	61.5882352941	27.4120171662	1047	30962
15.1495449543	30	72.6428571429	33.8813204812	162.0	36.0	72.6428571429	33.8813204812	1017	31979
15.4335510731	31	70.1333333333	26.4269222995	132.0	40.0	70.1333333333	26.4269222995	1052	33031
