Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.07262301445	0	11.9411764706	6.73594910763	38.0	3.0	11.9411764706	6.73594910763	1015	1015
2.91181898117	1	19.25	13.6900792266	78.0	4.0	19.25	13.6900792266	1001	2016
3.80648207664	2	17.6140350877	10.5327465736	50.0	4.0	17.6140350877	10.5327465736	1004	3020
4.67053508759	3	28.4166666667	15.5176870413	61.0	7.0	28.4166666667	15.5176870413	1023	4043
5.53746294975	4	26.4615384615	13.9446638151	66.0	6.0	26.4615384615	13.9446638151	1032	5075
6.43324494362	5	37.0357142857	16.7853723369	67.0	11.0	37.0357142857	16.7853723369	1037	6112
7.08441996574	6	48.380952381	19.8241704095	81.0	10.0	48.380952381	19.8241704095	1016	7128
7.83683800697	7	50.55	24.2166781372	132.0	4.0	50.55	24.2166781372	1011	8139
8.58920001984	8	47.6363636364	23.2643806055	112.0	8.0	47.6363636364	23.2643806055	1048	9187
9.35440087318	9	57.2777777778	21.8322024021	115.0	15.0	57.2777777778	21.8322024021	1031	10218
10.1569969654	10	53.6	15.288557813	74.0	19.0	53.6	15.288557813	1072	11290
11.0459389687	11	51.0476190476	28.7906667921	149.0	20.0	51.0476190476	28.7906667921	1072	12362
11.8614170551	12	64.8125	20.5797799733	116.0	44.0	64.8125	20.5797799733	1037	13399
12.4959900379	13	67.2	35.4968543207	154.0	15.0	67.2	35.4968543207	1008	14407
13.0873389244	14	69.9333333333	28.4779836989	115.0	17.0	69.9333333333	28.4779836989	1049	15456
13.8299469948	15	64.7647058824	37.6915178658	162.0	18.0	64.7647058824	37.6915178658	1101	16557
14.6977128983	16	61.7058823529	23.1103865264	115.0	31.0	61.7058823529	23.1103865264	1049	17606
15.5143380165	17	71.9333333333	34.4276374766	159.0	12.0	71.9333333333	34.4276374766	1079	18685
16.2042179108	18	74.5714285714	39.6173019304	145.0	12.0	74.5714285714	39.6173019304	1044	19729
17.0300989151	19	76.8571428571	36.3924190356	158.0	40.0	76.8571428571	36.3924190356	1076	20805
17.9440689087	20	88.8461538462	49.8425924654	225.0	44.0	88.8461538462	49.8425924654	1155	21960
18.8156580925	21	110.2	41.2135899917	181.0	50.0	110.2	41.2135899917	1102	23062
19.6666588783	22	77.9285714286	22.2018798616	130.0	43.0	77.9285714286	22.2018798616	1091	24153
20.1931889057	23	84.0	31.7385149831	164.0	43.0	84.0	31.7385149831	1008	25161
20.9259929657	24	95.3636363636	50.9407369174	199.0	32.0	95.3636363636	50.9407369174	1049	26210
21.7903730869	25	79.3846153846	28.8405122688	144.0	31.0	79.3846153846	28.8405122688	1032	27242
22.5553400517	26	84.3333333333	36.06090527	161.0	42.0	84.3333333333	36.06090527	1012	28254
23.2590529919	27	108.0	55.335341329	221.0	38.0	108.0	55.335341329	1080	29334
23.9853479862	28	89.0833333333	27.5815709407	143.0	46.0	89.0833333333	27.5815709407	1069	30403
24.717056036	29	93.5454545455	23.5617704087	129.0	63.0	93.5454545455	23.5617704087	1029	31432
25.5087330341	30	91.25	28.6621847272	147.0	49.0	91.25	28.6621847272	1095	32527
26.4300739765	31	97.8181818182	44.8812943052	163.0	33.0	97.8181818182	44.8812943052	1076	33603
27.3698189259	32	107.0	48.3829421481	220.0	60.0	107.0	48.3829421481	1177	34780
28.26491189	33	94.2727272727	47.0977531004	213.0	48.0	94.2727272727	47.0977531004	1037	35817
29.1053049564	34	119.666666667	50.7017422449	230.0	70.0	119.666666667	50.7017422449	1077	36894
30.0151050091	35	128.5	24.6170672502	157.0	76.0	128.5	24.6170672502	1028	37922
30.7692759037	36	113.333333333	29.0898989724	186.0	84.0	113.333333333	29.0898989724	1020	38942
31.4100189209	37	133.625	45.5519963887	226.0	87.0	133.625	45.5519963887	1069	40011
