Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.71116995811	0	17.9892086331	7.82795388104	56.0	8.0	17.9892086331	7.82795388104	5001	5001
4.89534783363	1	19.4302325581	9.48095687981	63.0	8.0	19.4302325581	9.48095687981	5013	10014
7.34838485718	2	21.6493506494	9.8645803492	59.0	8.0	21.6493506494	9.8645803492	5001	15015
10.0157699585	3	23.1759259259	11.1524193553	74.0	9.0	23.1759259259	11.1524193553	5006	20021
12.5717148781	4	24.1739130435	12.2213362036	73.0	9.0	24.1739130435	12.2213362036	5004	25025
15.2081329823	5	25.0099502488	12.9184160458	101.0	9.0	25.0099502488	12.9184160458	5027	30052
17.4412238598	6	27.9441340782	14.5155361463	98.0	9.0	27.9441340782	14.5155361463	5002	35054
19.732614994	7	28.9257142857	15.4575980921	127.0	11.0	28.9257142857	15.4575980921	5062	40116
22.2985329628	8	31.0	15.8671179519	98.0	10.0	31.0	15.8671179519	5022	45138
24.4389100075	9	35.9428571429	19.737119282	131.0	12.0	35.9428571429	19.737119282	5032	50170
26.8211159706	10	36.6058394161	16.5724939928	98.0	10.0	36.6058394161	16.5724939928	5015	55185
29.5554339886	11	38.0151515152	19.0111549585	100.0	12.0	38.0151515152	19.0111549585	5018	60203
31.8664999008	12	39.880952381	18.811769004	113.0	12.0	39.880952381	18.811769004	5025	65228
34.2881629467	13	41.6833333333	16.4686486661	88.0	11.0	41.6833333333	16.4686486661	5002	70230
36.958468914	14	43.4869565217	17.8648867249	101.0	11.0	43.4869565217	17.8648867249	5001	75231
39.4920198917	15	43.8859649123	21.54259704	121.0	14.0	43.8859649123	21.54259704	5003	80234
41.6036579609	16	49.0882352941	20.671142593	123.0	19.0	49.0882352941	20.671142593	5007	85241
43.9250028133	17	46.6018518519	18.6800248903	104.0	16.0	46.6018518519	18.6800248903	5033	90274
46.045897007	18	54.064516129	26.5199484469	152.0	18.0	54.064516129	26.5199484469	5028	95302
48.6316509247	19	51.7525773196	24.4135465724	131.0	16.0	51.7525773196	24.4135465724	5020	100322
51.1080138683	20	49.5	19.0441952455	103.0	13.0	49.5	19.0441952455	5049	105371
53.4483950138	21	54.652173913	23.4809982301	124.0	18.0	54.652173913	23.4809982301	5028	110399
55.642829895	22	55.4285714286	27.3673194282	150.0	13.0	55.4285714286	27.3673194282	5044	115443
58.1759409904	23	57.8850574713	29.197474811	200.0	18.0	57.8850574713	29.197474811	5036	120479
60.6720159054	24	58.8941176471	24.086131489	131.0	18.0	58.8941176471	24.086131489	5006	125485
63.001750946	25	62.2962962963	26.1106120257	136.0	15.0	62.2962962963	26.1106120257	5046	130531
65.5027558804	26	62.4938271605	26.1671377437	141.0	18.0	62.4938271605	26.1671377437	5062	135593
68.2941939831	27	63.8481012658	22.9926177518	128.0	30.0	63.8481012658	22.9926177518	5044	140637
70.8228960037	28	70.6056338028	33.3945592571	189.0	24.0	70.6056338028	33.3945592571	5013	145650
73.2673139572	29	71.9577464789	29.615106832	174.0	27.0	71.9577464789	29.615106832	5109	150759
75.7014629841	30	66.8266666667	23.4079036984	122.0	23.0	66.8266666667	23.4079036984	5012	155771
78.37961483	31	73.2173913043	35.5836917398	200.0	26.0	73.2173913043	35.5836917398	5052	160823
80.9728469849	32	81.9516129032	30.089880101	194.0	26.0	81.9516129032	30.089880101	5081	165904
83.3599369526	33	78.328125	32.00051498	173.0	32.0	78.328125	32.00051498	5013	170917
86.1102509499	34	76.5909090909	29.4247768575	174.0	34.0	76.5909090909	29.4247768575	5055	175972
88.8857958317	35	84.1	34.7666986257	172.0	28.0	84.1	34.7666986257	5046	181018
91.1305568218	36	80.0	35.838613952	200.0	22.0	80.0	35.838613952	5120	186138
93.197966814	37	100.392156863	43.0376389903	200.0	38.0	100.392156863	43.0376389903	5120	191258
95.2496109009	38	104.354166667	45.122282736	200.0	32.0	104.354166667	45.122282736	5009	196267
97.1567080021	39	111.911111111	40.5669938208	200.0	45.0	111.911111111	40.5669938208	5036	201303
