Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.12345504761	0	16.8166666667	6.85928000757	40.0	9.0	16.8166666667	6.85928000757	1009	1009
1.69141888618	1	18.0178571429	7.57932118952	50.0	10.0	18.0178571429	7.57932118952	1009	2018
2.19945502281	2	17.8947368421	11.0178232169	61.0	9.0	17.8947368421	11.0178232169	1020	3038
2.7610180378	3	18.7407407407	10.4866496877	63.0	9.0	18.7407407407	10.4866496877	1012	4050
3.24437499046	4	21.7608695652	11.3792044931	67.0	9.0	21.7608695652	11.3792044931	1001	5051
3.60957407951	5	17.701754386	8.72577330264	54.0	9.0	17.701754386	8.72577330264	1009	6060
4.12256908417	6	22.4444444444	10.0212120703	50.0	9.0	22.4444444444	10.0212120703	1010	7070
4.65151691437	7	24.0952380952	13.447976523	62.0	11.0	24.0952380952	13.447976523	1012	8082
5.18162298203	8	23.3255813953	10.3017743566	50.0	10.0	23.3255813953	10.3017743566	1003	9085
5.65463209152	9	25.3	12.2008196446	63.0	8.0	25.3	12.2008196446	1012	10097
6.15420389175	10	26.9210526316	12.8070325643	72.0	11.0	26.9210526316	12.8070325643	1023	11120
6.679459095	11	30.5454545455	18.787634407	100.0	11.0	30.5454545455	18.787634407	1008	12128
7.17518997192	12	34.5517241379	20.6106537682	114.0	15.0	34.5517241379	20.6106537682	1002	13130
7.6659090519	13	33.064516129	19.8899155578	96.0	10.0	33.064516129	19.8899155578	1025	14155
8.08216309547	14	32.5161290323	14.4241530589	67.0	13.0	32.5161290323	14.4241530589	1008	15163
8.58659005165	15	31.6875	12.6526615283	63.0	14.0	31.6875	12.6526615283	1014	16177
9.13659405708	16	40.8	28.0485293732	131.0	13.0	40.8	28.0485293732	1020	17197
9.70519399643	17	30.9696969697	13.8443399407	63.0	12.0	30.9696969697	13.8443399407	1022	18219
10.2545058727	18	37.9259259259	24.210383334	125.0	14.0	37.9259259259	24.210383334	1024	19243
10.7586429119	19	41.48	15.7889074986	77.0	11.0	41.48	15.7889074986	1037	20280
11.1476459503	20	40.3461538462	14.8607441259	85.0	21.0	40.3461538462	14.8607441259	1049	21329
11.6643059254	21	45.7826086957	22.930815647	107.0	13.0	45.7826086957	22.930815647	1053	22382
12.2252449989	22	50.9523809524	24.1886950975	112.0	19.0	50.9523809524	24.1886950975	1070	23452
12.7746770382	23	54.1	34.7877852126	129.0	17.0	54.1	34.7877852126	1082	24534
13.2023029327	24	68.2666666667	38.1618774288	147.0	24.0	68.2666666667	38.1618774288	1024	25558
13.6514730453	25	61.6470588235	29.1828740601	163.0	25.0	61.6470588235	29.1828740601	1048	26606
14.1249160767	26	48.1904761905	22.8985735626	89.0	20.0	48.1904761905	22.8985735626	1012	27618
14.6761300564	27	61.6470588235	22.1517259359	96.0	26.0	61.6470588235	22.1517259359	1048	28666
15.1328508854	28	51.15	18.7863647362	86.0	12.0	51.15	18.7863647362	1023	29689
15.6987810135	29	61.2352941176	29.989271438	127.0	20.0	61.2352941176	29.989271438	1041	30730
16.2345070839	30	60.4705882353	34.5391809008	133.0	17.0	60.4705882353	34.5391809008	1028	31758
16.6697750092	31	58.1111111111	33.8015267388	157.0	26.0	58.1111111111	33.8015267388	1046	32804
17.0562229156	32	69.5333333333	47.0798848295	152.0	19.0	69.5333333333	47.0798848295	1043	33847
17.5726559162	33	60.5882352941	36.0588715094	162.0	27.0	60.5882352941	36.0588715094	1030	34877
18.1186170578	34	78.3846153846	43.3563737867	165.0	17.0	78.3846153846	43.3563737867	1019	35896
18.4778828621	35	108.9	52.8459080724	186.0	31.0	108.9	52.8459080724	1089	36985
18.9615280628	36	79.3846153846	34.2356954104	154.0	37.0	79.3846153846	34.2356954104	1032	38017
19.5099830627	37	83.6923076923	37.7855988346	155.0	48.0	83.6923076923	37.7855988346	1088	39105
20.0823099613	38	87.6153846154	33.9310125028	162.0	44.0	87.6153846154	33.9310125028	1139	40244
20.6286818981	39	109.5	47.2128160567	200.0	32.0	109.5	47.2128160567	1095	41339
21.1984269619	40	91.0	29.1061276481	126.0	37.0	91.0	29.1061276481	1092	42431
21.7634720802	41	112.888888889	31.3100780525	179.0	63.0	112.888888889	31.3100780525	1016	43447
22.2828390598	42	108.1	41.7934205348	200.0	48.0	108.1	41.7934205348	1081	44528
22.7861609459	43	112.555555556	37.9915520174	179.0	61.0	112.555555556	37.9915520174	1013	45541
23.2408940792	44	124.111111111	30.4647134474	180.0	67.0	124.111111111	30.4647134474	1117	46658
23.5765559673	45	119.555555556	29.1818479009	159.0	74.0	119.555555556	29.1818479009	1076	47734
23.9078810215	46	133.875	38.9051330161	200.0	63.0	133.875	38.9051330161	1071	48805
24.3929538727	47	108.1	49.8887762929	200.0	31.0	108.1	49.8887762929	1081	49886
24.9578659534	48	112.1	41.1447445004	176.0	47.0	112.1	41.1447445004	1121	51007
25.4803199768	49	113.111111111	41.8288694682	166.0	47.0	113.111111111	41.8288694682	1018	52025
26.1131350994	50	116.111111111	34.050434634	185.0	83.0	116.111111111	34.050434634	1045	53070
26.6338789463	51	130.375	40.56765183	172.0	41.0	130.375	40.56765183	1043	54113
27.0425360203	52	147.857142857	27.1368414386	200.0	112.0	147.857142857	27.1368414386	1035	55148
27.546861887	53	149.428571429	18.5461366239	175.0	128.0	149.428571429	18.5461366239	1046	56194
28.0719020367	54	143.142857143	52.8891794805	200.0	48.0	143.142857143	52.8891794805	1002	57196
28.5892739296	55	136.875	23.9292577194	170.0	104.0	136.875	23.9292577194	1095	58291
