Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.22067594528	0	11.393258427	6.56449075107	33.0	3.0	11.393258427	6.56449075107	1014	1014
2.98003292084	1	18.5555555556	13.2436800674	55.0	4.0	18.5555555556	13.2436800674	1002	2016
3.6728990078	2	20.4489795918	13.8491305621	74.0	3.0	20.4489795918	13.8491305621	1002	3018
4.4742128849	3	25.225	16.5083123002	82.0	6.0	25.225	16.5083123002	1009	4027
5.14227581024	4	29.1714285714	11.5646893956	53.0	6.0	29.1714285714	11.5646893956	1021	5048
5.93281793594	5	41.76	19.9545082625	108.0	13.0	41.76	19.9545082625	1044	6092
6.91760492325	6	42.9166666667	23.8605613699	85.0	8.0	42.9166666667	23.8605613699	1030	7122
7.83029484749	7	50.85	25.0245379578	109.0	5.0	50.85	25.0245379578	1017	8139
8.7644329071	8	55.0	24.233513115	99.0	10.0	55.0	24.233513115	1045	9184
9.73470902443	9	56.1111111111	26.280302909	113.0	9.0	56.1111111111	26.280302909	1010	10194
10.6927947998	10	56.6111111111	34.6684917611	160.0	25.0	56.6111111111	34.6684917611	1019	11213
11.4364118576	11	53.4210526316	26.2404183806	106.0	13.0	53.4210526316	26.2404183806	1015	12228
12.0549240112	12	60.4117647059	19.508848139	113.0	23.0	60.4117647059	19.508848139	1027	13255
12.7421588898	13	77.1538461538	28.2484748502	110.0	27.0	77.1538461538	28.2484748502	1003	14258
13.5124258995	14	59.3529411765	29.0090070728	127.0	16.0	59.3529411765	29.0090070728	1009	15267
14.3914728165	15	89.4166666667	35.7618472988	166.0	44.0	89.4166666667	35.7618472988	1073	16340
15.0689048767	16	64.3125	39.7849198032	197.0	18.0	64.3125	39.7849198032	1029	17369
15.8212068081	17	75.1428571429	33.5513617839	141.0	26.0	75.1428571429	33.5513617839	1052	18421
16.6106278896	18	69.9333333333	26.1367344726	120.0	27.0	69.9333333333	26.1367344726	1049	19470
17.1937508583	19	78.6923076923	27.3506704049	129.0	42.0	78.6923076923	27.3506704049	1023	20493
17.8737909794	20	69.8666666667	21.9844389411	103.0	37.0	69.8666666667	21.9844389411	1048	21541
18.8427858353	21	69.7333333333	25.810764335	120.0	32.0	69.7333333333	25.810764335	1046	22587
19.4519898891	22	87.8333333333	29.7288673776	147.0	39.0	87.8333333333	29.7288673776	1054	23641
20.0905640125	23	91.0909090909	50.9838736455	194.0	30.0	91.0909090909	50.9838736455	1002	24643
20.9903028011	24	69.8666666667	30.9232742265	121.0	36.0	69.8666666667	30.9232742265	1048	25691
21.7743308544	25	75.9285714286	26.6872475852	118.0	36.0	75.9285714286	26.6872475852	1063	26754
22.7129089832	26	109.0	31.8496467798	147.0	56.0	109.0	31.8496467798	1090	27844
23.6165239811	27	125.666666667	45.2204476856	220.0	62.0	125.666666667	45.2204476856	1131	28975
24.4415278435	28	123.444444444	57.7275422637	190.0	25.0	123.444444444	57.7275422637	1111	30086
25.3003568649	29	132.25	47.3992352259	201.0	60.0	132.25	47.3992352259	1058	31144
26.0730550289	30	152.0	72.6360791893	245.0	43.0	152.0	72.6360791893	1064	32208
